Task Set,Task ID,Successes x/6,Avg Steps,Avg Discounted Return
Avoid 2,A2_1,4,2.5,0.646932
Avoid 2,A2_2,1,3.0,0.16006666666666666
Avoid 2,A2_3,4,4.25,0.6243880533333334
Avoid 2,A2_4,2,2.5,0.32339999999999997
Avoid 2,A2_5,0,,0.0
Avoid 2,A2_6,5,2.6,0.8068666666666666
Avoid 3,A3_1,0,,0.0
Avoid 3,A3_2,0,,0.0
Avoid 3,A3_3,0,,0.0
Avoid 3,A3_4,0,,0.0
Avoid 4,A4_1,0,,0.0
Avoid 4,A4_2,0,,0.0
Reach 2,R2_1,6,2.6666666666666665,0.9669333333333334
Reach 2,R2_2,6,2.0,0.9800000000000001
Reach 2,R2_3,6,2.6666666666666665,0.9669333333333334
Reach 2,R2_4,5,3.0,0.8003986666666666
Reach 3,R3_1,6,2.6666666666666665,0.9669333333333334
Reach 3,R3_2,6,2.8333333333333335,0.9636666666666667
Avoid Easy,AE_1,1,1.0,0.16666666666666666
Avoid Easy,AE_2,6,1.8333333333333333,0.9833333333333334
Avoid Easy,AE_4,6,1.0,1.0
Avoid Easy,AE_5,5,1.8,0.82
Avoid Easy,AE_6,6,2.1666666666666665,0.9767333333333333
Avoid Easy,AE_7,1,1.0,0.16666666666666666
Avoid Easy,AE_8,4,2.5,0.646932
Avoid Easy,AE_9,6,2.8333333333333335,0.9639933599999999
