Task Set,Task ID,Accepting visits
Reach infinite training,RIT_1,49.310344827586206
Reach infinite training,RIT_2,0.0
Reach infinite training,RIT_3,0.0
Reach infinite training,RIT_4,0.0
Reach infinite training,RIT_5,12.517241379310345
Reach infinite training,RIT_6,95.37931034482759
Reach infinite training,RIT_7,0.0
Reach infinite training,RIT_8,62.172413793103445
Reach infinite training,RIT_9,83.96551724137932
Reach infinite training,RIT_10,0.0
Reach avoid always eventually,RAE_1,48.55172413793103
Reach avoid always eventually,RAE_2,70.06896551724138
Reach avoid always eventually,RAE_3,47.13793103448276
Reach avoid always eventually,RAE_4,7.241379310344827
Reach stay infinite,RSI_1,89.10344827586206
Reach stay infinite,RSI_2,0.0
Reach stay infinite,RSI_3,0.0
Reach stay infinite,RSI_4,0.0
Reach stay infinite,RSI_5,0.0
