Task Set,Task ID,Accepting visits
Reach infinite training,RIT_1,22.20689655172414
Reach infinite training,RIT_2,0.10344827586206896
Reach infinite training,RIT_3,0.0
Reach infinite training,RIT_4,0.0
Reach infinite training,RIT_5,70.17241379310344
Reach infinite training,RIT_6,54.44827586206897
Reach infinite training,RIT_7,0.0
Reach infinite training,RIT_8,76.79310344827586
Reach infinite training,RIT_9,57.241379310344826
Reach infinite training,RIT_10,0.0
Reach avoid always eventually,RAE_1,7.241379310344827
Reach avoid always eventually,RAE_2,27.413793103448278
Reach avoid always eventually,RAE_3,37.827586206896555
Reach avoid always eventually,RAE_4,0.7931034482758621
Reach stay infinite,RSI_1,17.862068965517242
Reach stay infinite,RSI_2,2.103448275862069
Reach stay infinite,RSI_3,0.0
Reach stay infinite,RSI_4,0.0
Reach stay infinite,RSI_5,0.0
