Task Set,Task ID,Accepting visits
Reach infinite training,RIT_1,85.17241379310344
Reach infinite training,RIT_2,0.0
Reach infinite training,RIT_3,0.0
Reach infinite training,RIT_4,0.0
Reach infinite training,RIT_5,0.0
Reach infinite training,RIT_6,93.03448275862068
Reach infinite training,RIT_7,0.0
Reach infinite training,RIT_8,0.0
Reach infinite training,RIT_9,70.51724137931035
Reach infinite training,RIT_10,0.0
Reach avoid always eventually,RAE_1,0.10344827586206896
Reach avoid always eventually,RAE_2,5.793103448275862
Reach avoid always eventually,RAE_3,21.551724137931036
Reach avoid always eventually,RAE_4,7.758620689655173
Reach stay infinite,RSI_1,78.13793103448276
Reach stay infinite,RSI_2,0.0
Reach stay infinite,RSI_3,0.0
Reach stay infinite,RSI_4,0.0
Reach stay infinite,RSI_5,0.0
