Task Set,Task ID,Accepting visits
Reach infinite training,RIT_1,0.0
Reach infinite training,RIT_2,60.241379310344826
Reach infinite training,RIT_3,0.0
Reach infinite training,RIT_4,14.620689655172415
Reach infinite training,RIT_5,0.0
Reach infinite training,RIT_6,1.2758620689655173
Reach infinite training,RIT_7,56.06896551724138
Reach infinite training,RIT_8,23.655172413793103
Reach infinite training,RIT_9,0.0
Reach infinite training,RIT_10,51.93103448275862
Reach avoid always eventually,RAE_1,22.03448275862069
Reach avoid always eventually,RAE_2,95.72413793103448
Reach avoid always eventually,RAE_3,49.89655172413793
Reach avoid always eventually,RAE_4,66.65517241379311
Reach stay infinite,RSI_1,0.0
Reach stay infinite,RSI_2,0.0
Reach stay infinite,RSI_3,33.62068965517241
Reach stay infinite,RSI_4,0.0
Reach stay infinite,RSI_5,33.62068965517241
